@relation 'training_tututorial1-weka.filters.unsupervised.attribute.Remove-R51-53-weka.filters.unsupervised.attribute.Remove-R3,8-9,13-15,19-21,25-27,31-weka.filters.unsupervised.attribute.Remove-R37'

@attribute posX numeric
@attribute posY numeric
@attribute North {True,False}
@attribute South {True,False}
@attribute East {True,False}
@attribute West {True,False}
@attribute dghost1pacmanX numeric
@attribute dghost1pacmanY numeric
@attribute dGhost1 numeric
@attribute dghost2pacmanX numeric
@attribute dghost2pacmanY numeric
@attribute dGhost2 numeric
@attribute dghost3pacmanX numeric
@attribute dghost3pacmanY numeric
@attribute dGhost3 numeric
@attribute dghost4pacmanX numeric
@attribute dghost4pacmanY numeric
@attribute dGhost4 numeric
@attribute dg1g2X numeric
@attribute dg1g2Y numeric
@attribute dg1g2M numeric
@attribute dg1g3X numeric
@attribute dg1g3Y numeric
@attribute dg1g3M numeric
@attribute dg1g4X numeric
@attribute dg1g4Y numeric
@attribute dg1g4M numeric
@attribute dg2g3X numeric
@attribute dg2g3Y numeric
@attribute dg2g3M numeric
@attribute dg2g4X numeric
@attribute dg2g4Y numeric
@attribute dg2g4M numeric
@attribute dg3g4X numeric
@attribute dg3g4Y numeric
@attribute dg3g4M numeric
@attribute DirPACMAN {North,South,East,West}

@data
18,5,True,True,False,False,3,10,13,5,8,13,8,10,18,3,8,12,2,2,4,5,0,5,0,2,2,3,2,5,2,0,2,5,2,7,North
18,6,False,True,True,True,3,9,12,5,7,12,7,9,16,4,7,12,2,2,4,4,0,4,1,2,3,2,2,4,1,0,1,3,2,5,North
17,6,False,False,True,True,3,9,12,5,7,12,7,9,16,3,8,12,2,2,4,4,0,4,0,1,1,2,2,4,2,1,3,4,1,5,West
16,6,False,False,True,True,3,9,12,5,7,12,6,9,15,3,8,10,2,2,4,3,0,3,0,1,1,1,2,3,2,1,3,3,1,4,West
15,6,True,False,True,True,3,9,12,3,7,10,5,9,14,1,8,8,0,2,2,2,0,2,2,1,3,2,2,4,2,1,3,4,1,5,West
15,7,True,True,False,False,2,8,10,4,6,10,6,8,14,1,6,8,2,2,4,4,0,4,1,2,3,2,2,4,3,0,3,5,2,7,North
15,8,True,True,False,False,1,7,8,3,5,8,5,7,12,1,6,7,2,2,4,4,0,4,0,1,1,2,2,4,2,1,3,4,1,5,North
15,9,False,True,True,False,1,5,6,3,4,7,4,6,10,1,5,7,2,1,3,3,1,4,0,0,0,1,2,3,2,1,3,3,1,4,North
16,9,False,False,True,True,3,5,8,4,4,8,5,6,11,2,6,7,1,1,2,2,1,3,1,1,2,1,2,3,2,2,4,3,0,3,East
15,9,False,True,True,False,2,4,6,3,4,7,3,6,9,0,6,7,1,0,1,1,2,3,2,2,4,0,2,2,3,2,5,3,0,3,West
16,9,False,False,True,True,4,4,8,5,4,9,4,6,10,0,6,7,1,0,1,0,2,2,4,2,6,1,2,3,5,2,7,4,0,4,East
15,9,False,True,True,False,4,4,8,4,4,8,3,6,9,2,6,8,0,0,0,1,2,3,6,2,8,1,2,3,6,2,8,5,0,5,West
16,9,False,False,True,True,6,4,10,5,4,9,5,6,11,1,6,6,1,0,1,1,2,3,7,2,9,0,2,2,6,2,8,6,0,6,East
17,9,False,False,True,True,6,4,10,5,4,9,5,6,11,1,6,7,1,0,1,1,2,3,5,2,7,0,2,2,4,2,6,4,0,4,East
18,9,False,False,True,True,8,4,12,6,4,10,6,7,13,2,6,9,2,0,2,2,3,5,6,2,8,0,3,3,4,2,6,4,1,5,East
17,9,False,False,True,True,6,4,10,6,4,10,5,7,12,2,6,8,0,0,0,1,3,4,4,2,6,1,3,4,4,2,6,3,1,4,West
