@relation training_keyboard-weka.filters.unsupervised.attribute.Remove-R51-53

@attribute posX numeric
@attribute posY numeric
@attribute dFood numeric
@attribute North {True,False}
@attribute South {True,False}
@attribute East {True,False}
@attribute West {True,False}
@attribute Ghost1posX numeric
@attribute Ghost1posY numeric
@attribute dghost1pacmanX numeric
@attribute dghost1pacmanY numeric
@attribute dGhost1 numeric
@attribute DirGhost1 {North,South,East,West,Stop, -1}
@attribute Ghost2posX numeric
@attribute Ghost2posY numeric
@attribute dghost2pacmanX numeric
@attribute dghost2pacmanY numeric
@attribute dGhost2 numeric
@attribute DirGhost2 {North,South,East,West,Stop, -1}
@attribute Ghost3posX numeric
@attribute Ghost3posY numeric
@attribute dghost3pacmanX numeric
@attribute dghost3pacmanY numeric
@attribute dGhost3 numeric
@attribute DirGhost3 {North,South,East,West,Stop, -1}
@attribute Ghost4posX numeric
@attribute Ghost4posY numeric
@attribute dghost4pacmanX numeric
@attribute dghost4pacmanY numeric
@attribute dGhost4 numeric
@attribute DirGhost4 {North,South,East,West,Stop, -1}
@attribute dg1g2X numeric
@attribute dg1g2Y numeric
@attribute dg1g2M numeric
@attribute dg1g3X numeric
@attribute dg1g3Y numeric
@attribute dg1g3M numeric
@attribute dg1g4X numeric
@attribute dg1g4Y numeric
@attribute dg1g4M numeric
@attribute dg2g3X numeric
@attribute dg2g3Y numeric
@attribute dg2g3M numeric
@attribute dg2g4X numeric
@attribute dg2g4Y numeric
@attribute dg2g4M numeric
@attribute dg3g4X numeric
@attribute dg3g4Y numeric
@attribute dg3g4M numeric
@attribute score0 numeric
@attribute DirPACMAN {North,South,East,West}

@data
10,7,1,False,True,True,True,1,1,9,6,-1,West,3,1,7,6,-1,West,5,1,5,6,-1,West,17,7,7,0,7,West,2,0,2,4,0,4,16,6,22,2,0,2,14,6,20,12,6,18,1474,North
15,2,1,True,True,False,False,10,13,5,11,16,West,13,14,2,12,14,North,14,13,1,11,12,East,14,15,1,13,13,South,3,1,4,4,0,4,4,2,6,1,1,2,1,1,2,0,2,2,190,North
15,3,1,False,True,True,False,11,13,4,10,14,East,13,15,2,12,14,North,14,14,1,11,12,North,14,14,1,11,12,South,2,2,4,3,1,4,3,1,4,1,1,2,1,1,2,0,0,0,289,North
15,3,1,False,True,True,False,11,13,4,10,14,East,13,15,2,12,14,North,14,14,1,11,12,North,14,14,1,11,12,South,2,2,4,3,1,4,3,1,4,1,1,2,1,1,2,0,0,0,288,North
15,3,1,False,True,True,False,10,13,5,10,15,West,13,14,2,11,13,South,14,14,1,11,12,North,14,14,1,11,12,South,3,1,4,4,1,5,4,1,5,1,0,1,1,0,1,0,0,0,287,North
18,4,1,True,True,False,False,14,13,4,9,13,East,14,13,4,9,13,East,11,15,7,11,18,West,13,15,5,11,17,West,0,0,0,3,2,5,1,2,3,3,2,5,1,2,3,2,0,2,683,North
18,5,1,True,True,False,False,13,13,5,8,13,West,15,13,3,8,11,East,10,15,8,10,18,West,12,15,6,10,17,West,2,0,2,3,2,5,1,2,3,5,2,7,3,2,5,2,0,2,782,North
18,6,1,False,True,True,True,12,13,6,7,13,West,14,13,4,7,11,West,10,15,8,9,17,West,11,15,7,9,16,West,2,0,2,2,2,4,1,2,3,4,2,6,3,2,5,1,0,1,881,North
15,7,1,True,True,False,False,14,13,1,6,7,East,15,13,0,6,6,East,12,15,3,8,11,East,10,15,5,8,12,East,1,0,1,2,2,4,4,2,6,3,2,5,5,2,7,2,0,2,1277,North
15,8,1,True,True,False,False,14,14,1,6,7,North,14,13,1,5,6,West,12,15,3,7,10,East,11,15,4,7,12,West,0,1,1,2,1,3,3,1,4,2,2,4,3,2,5,1,0,1,1376,North
15,9,1,False,True,True,False,14,15,1,6,7,North,14,13,1,4,5,West,12,15,3,6,9,East,10,15,5,6,10,East,0,2,2,2,0,2,4,0,4,2,2,4,4,2,6,2,0,2,1475,North
19,10,2,True,True,False,False,15,15,4,5,9,South,13,13,6,3,9,South,12,17,7,7,14,North,10,15,9,5,13,East,2,2,4,3,2,5,5,0,5,1,4,5,3,2,5,2,2,4,1870,North
19,11,2,True,True,False,True,16,15,3,4,7,East,13,13,6,2,8,South,12,18,7,7,14,North,11,15,8,4,11,East,3,2,5,4,3,7,5,0,5,1,5,6,2,2,4,1,3,4,1869,North
19,12,2,True,True,False,False,17,15,2,3,5,East,14,13,5,1,6,East,11,18,8,6,14,West,12,15,7,3,10,East,3,2,5,6,3,9,5,0,5,3,5,8,2,2,4,1,3,4,1868,North
19,13,2,True,True,True,False,16,15,3,2,5,West,14,13,5,0,5,East,10,18,9,5,14,West,12,15,7,2,10,North,2,2,4,6,3,9,4,0,4,4,5,9,2,2,4,2,3,5,1867,North
19,14,2,True,True,False,False,17,15,2,1,3,East,13,13,6,1,7,West,9,18,10,4,14,West,12,16,7,2,10,North,4,2,6,8,3,11,5,1,6,4,5,9,1,3,4,3,2,5,1866,North
19,15,2,False,True,False,True,18,15,1,0,1,East,12,13,7,2,9,West,10,18,9,3,12,East,12,17,7,2,8,South,6,2,8,8,3,11,6,2,8,2,5,7,0,4,4,2,1,3,1865,North
12,16,2,True,True,False,False,3,3,9,13,22,East,12,13,0,3,3,West,12,18,0,2,2,East,7,1,5,15,-1,West,9,10,19,9,15,24,4,2,6,0,5,5,5,12,17,5,17,22,2257,North
12,17,1,True,True,False,False,3,3,9,14,23,East,13,13,1,4,5,East,12,18,0,1,1,East,7,1,5,16,-1,West,10,10,20,9,15,24,4,2,6,1,5,6,6,12,18,5,17,22,2256,North
12,18,1,False,True,False,True,3,3,9,15,24,East,13,14,1,4,5,North,6,1,6,17,-1,East,6,1,6,17,-1,West,10,11,21,3,2,5,3,2,5,7,13,20,7,13,20,0,0,0,2555,North
15,11,-1,True,True,True,False,4,3,11,8,19,South,8,14,7,3,10,West,14,5,1,6,7,South,9,13,6,2,9,West,4,11,15,10,2,12,5,10,15,6,9,15,1,1,2,5,8,13,-17,North
15,12,-1,True,True,True,False,3,3,12,9,21,West,7,14,8,2,10,West,13,5,2,7,9,West,8,13,7,1,8,West,4,11,15,10,2,12,5,10,15,6,9,15,1,1,2,5,8,13,-18,North
15,13,-1,True,True,True,False,2,3,13,10,23,West,8,14,7,1,8,East,13,5,2,8,10,West,8,13,7,0,7,West,6,11,17,11,2,13,6,10,16,5,9,14,0,1,1,5,8,13,-19,North
15,14,-1,False,True,True,True,2,3,13,11,24,West,8,14,7,0,7,East,13,4,2,10,12,South,8,13,7,1,9,South,6,11,17,11,1,12,6,10,16,5,10,15,0,1,1,5,9,14,-20,North
9,13,-1,True,True,True,True,5,3,4,10,14,West,3,1,6,12,-1,West,11,5,2,8,10,East,7,1,2,12,-1,West,2,2,4,6,2,8,2,2,4,8,4,12,4,0,4,4,4,8,368,North
9,14,-1,False,True,True,True,5,4,4,10,14,North,3,1,6,13,-1,West,11,4,2,10,12,South,7,1,2,13,-1,West,2,3,5,6,0,6,2,3,5,8,3,11,4,0,4,4,3,7,367,North
13,4,-1,True,True,True,True,1,1,12,3,-1,West,3,1,10,3,-1,West,13,10,0,6,6,West,7,1,6,3,-1,West,2,0,2,12,9,21,6,0,6,10,9,19,4,0,4,6,9,15,539,North
13,5,-1,True,True,True,True,1,1,12,4,-1,West,3,1,10,4,-1,West,14,10,1,5,6,East,7,1,6,4,-1,West,2,0,2,13,9,22,6,0,6,11,9,20,4,0,4,7,9,16,538,North
13,6,-1,False,True,True,True,1,1,12,5,-1,West,3,1,10,5,-1,West,14,10,1,4,5,East,7,1,6,5,-1,West,2,0,2,13,9,22,6,0,6,11,9,20,4,0,4,7,9,16,537,North
15,7,-1,True,True,True,True,1,1,14,6,-1,West,3,1,12,6,-1,West,14,9,1,2,3,East,7,1,8,6,-1,West,2,0,2,13,8,21,6,0,6,11,8,19,4,0,4,7,8,15,534,North
15,8,-1,True,True,True,True,1,1,14,7,-1,West,3,1,12,7,-1,West,15,9,0,1,1,East,7,1,8,7,-1,West,2,0,2,14,8,22,6,0,6,12,8,20,4,0,4,8,8,16,533,North
4,7,-1,True,True,True,True,5,9,1,2,3,West,11,3,7,4,11,West,17,6,13,1,14,West,25,13,21,6,27,West,6,6,12,12,3,15,20,4,24,6,3,9,14,10,24,8,7,15,-28,North
4,8,-1,True,True,True,True,5,9,1,1,2,West,11,3,7,5,12,West,17,6,13,2,15,West,25,13,21,5,26,West,6,6,12,12,3,15,20,4,24,6,3,9,14,10,24,8,7,15,-29,North
4,9,-1,True,True,True,True,5,9,1,0,1,West,11,3,7,6,13,West,17,6,13,3,16,West,25,13,21,4,25,West,6,6,12,12,3,15,20,4,24,6,3,9,14,10,24,8,7,15,-30,North
11,5,-1,True,True,False,True,1,1,10,4,-1,West,11,3,0,2,2,West,17,6,6,1,7,West,25,13,14,8,22,West,10,2,12,16,5,21,24,12,36,6,3,9,14,10,24,8,7,15,156,North
11,6,-1,True,True,False,True,1,1,10,5,-1,West,11,3,0,3,3,West,17,6,6,0,6,West,25,13,14,7,21,West,10,2,12,16,5,21,24,12,36,6,3,9,14,10,24,8,7,15,155,North
11,7,-1,True,True,False,True,1,1,10,6,-1,West,11,3,0,4,4,West,17,6,6,1,7,West,25,13,14,6,20,West,10,2,12,16,5,21,24,12,36,6,3,9,14,10,24,8,7,15,154,North
11,4,-1,True,True,False,True,1,1,10,3,-1,West,3,1,8,3,-1,West,17,6,6,2,8,West,25,13,14,9,23,West,2,0,2,16,5,21,24,12,36,14,5,19,22,12,34,8,7,15,348,North
11,5,-1,True,True,False,True,1,1,10,4,-1,West,3,1,8,4,-1,West,17,6,6,1,7,West,25,13,14,8,22,West,2,0,2,16,5,21,24,12,36,14,5,19,22,12,34,8,7,15,347,North
11,6,-1,True,True,False,True,1,1,10,5,-1,West,3,1,8,5,-1,West,17,6,6,0,6,West,25,13,14,7,21,West,2,0,2,16,5,21,24,12,36,14,5,19,22,12,34,8,7,15,346,North
11,7,-1,True,True,False,True,1,1,10,6,-1,West,3,1,8,6,-1,West,17,6,6,1,7,West,25,13,14,6,20,West,2,0,2,16,5,21,24,12,36,14,5,19,22,12,34,8,7,15,345,North
11,8,-1,True,True,False,True,1,1,10,7,-1,West,3,1,8,7,-1,West,17,6,6,2,8,West,25,13,14,5,19,West,2,0,2,16,5,21,24,12,36,14,5,19,22,12,34,8,7,15,344,North
11,9,-1,True,True,False,True,1,1,10,8,-1,West,3,1,8,8,-1,West,17,6,6,3,9,West,25,13,14,4,18,West,2,0,2,16,5,21,24,12,36,14,5,19,22,12,34,8,7,15,343,North
11,10,-1,True,True,False,True,1,1,10,9,-1,West,3,1,8,9,-1,West,17,6,6,4,10,West,25,13,14,3,17,West,2,0,2,16,5,21,24,12,36,14,5,19,22,12,34,8,7,15,342,North
11,11,-1,True,True,False,True,1,1,10,10,-1,West,3,1,8,10,-1,West,17,6,6,5,11,West,25,13,14,2,16,West,2,0,2,16,5,21,24,12,36,14,5,19,22,12,34,8,7,15,341,North
11,12,-1,False,True,True,True,1,1,10,11,-1,West,3,1,8,11,-1,West,17,6,6,6,12,West,25,13,14,1,15,West,2,0,2,16,5,21,24,12,36,14,5,19,22,12,34,8,7,15,340,North
11,12,-1,False,True,True,True,1,1,10,11,-1,West,3,1,8,11,-1,West,17,6,6,6,12,West,25,13,14,1,15,West,2,0,2,16,5,21,24,12,36,14,5,19,22,12,34,8,7,15,339,North
14,7,-1,True,True,False,True,1,1,13,6,-1,West,3,1,11,6,-1,West,5,1,9,6,-1,West,25,13,11,6,17,West,2,0,2,4,0,4,24,12,36,2,0,2,22,12,34,20,12,32,523,North
14,8,-1,True,True,True,True,1,1,13,7,-1,West,3,1,11,7,-1,West,5,1,9,7,-1,West,25,13,11,5,16,West,2,0,2,4,0,4,24,12,36,2,0,2,22,12,34,20,12,32,522,North
14,9,-1,True,True,False,True,1,1,13,8,-1,West,3,1,11,8,-1,West,5,1,9,8,-1,West,25,13,11,4,15,West,2,0,2,4,0,4,24,12,36,2,0,2,22,12,34,20,12,32,521,North
14,10,-1,True,True,True,True,1,1,13,9,-1,West,3,1,11,9,-1,West,5,1,9,9,-1,West,25,13,11,3,14,West,2,0,2,4,0,4,24,12,36,2,0,2,22,12,34,20,12,32,520,North
20,11,-1,True,True,False,True,1,1,19,10,-1,West,3,1,17,10,-1,West,5,1,15,10,-1,West,25,13,5,2,7,West,2,0,2,4,0,4,24,12,36,2,0,2,22,12,34,20,12,32,513,North
20,12,-1,True,True,False,True,1,1,19,11,-1,West,3,1,17,11,-1,West,5,1,15,11,-1,West,25,13,5,1,6,West,2,0,2,4,0,4,24,12,36,2,0,2,22,12,34,20,12,32,512,North
20,13,-1,True,True,False,True,1,1,19,12,-1,West,3,1,17,12,-1,West,5,1,15,12,-1,West,25,13,5,0,5,West,2,0,2,4,0,4,24,12,36,2,0,2,22,12,34,20,12,32,511,North
20,14,-1,True,True,False,True,1,1,19,13,-1,West,3,1,17,13,-1,West,5,1,15,13,-1,West,25,13,5,1,6,West,2,0,2,4,0,4,24,12,36,2,0,2,22,12,34,20,12,32,510,North
20,15,-1,True,True,True,False,1,1,19,14,-1,West,3,1,17,14,-1,West,5,1,15,14,-1,West,25,13,5,2,7,West,2,0,2,4,0,4,24,12,36,2,0,2,22,12,34,20,12,32,509,North
1,2,1,True,True,False,False,1,1,0,1,-1,West,1,5,0,3,3,West,10,5,9,3,12,West,17,1,16,1,-1,West,0,4,4,9,4,13,16,0,16,9,0,9,16,4,20,7,4,11,854,North
1,3,1,True,True,False,False,1,1,0,2,-1,West,1,5,0,2,2,West,10,5,9,2,11,West,17,1,16,2,-1,West,0,4,4,9,4,13,16,0,16,9,0,9,16,4,20,7,4,11,953,North
1,4,2,True,True,False,False,1,1,0,3,-1,West,1,5,0,1,1,West,10,5,9,1,10,West,17,1,16,3,-1,West,0,4,4,9,4,13,16,0,16,9,0,9,16,4,20,7,4,11,1052,North
1,5,1,False,True,True,False,1,1,0,4,-1,West,3,1,2,4,-1,West,10,5,9,0,9,West,17,1,16,4,-1,West,2,0,2,9,4,13,16,0,16,7,4,11,14,0,14,7,4,11,1251,North
12,11,8,True,True,True,True,6,9,6,2,8,North,8,12,4,1,5,East,11,7,1,4,5,West,16,13,4,2,6,North,2,3,5,5,2,7,10,4,14,3,5,8,8,1,9,5,6,11,-16,North
16,12,5,True,True,True,True,6,9,10,3,13,North,7,12,9,0,9,North,12,8,4,4,8,South,16,13,0,1,2,East,1,3,4,6,1,7,10,4,14,5,4,9,9,1,10,4,5,9,-21,North
16,13,6,True,True,True,True,6,8,10,5,15,South,7,12,9,1,10,North,12,8,4,5,9,South,17,13,1,0,2,East,1,4,5,6,0,6,11,5,16,5,4,9,10,1,11,5,5,10,-22,North
16,14,7,False,True,True,True,5,8,11,6,17,West,7,12,9,2,11,North,12,9,4,5,9,North,18,13,2,1,2,West,2,4,6,7,1,8,13,5,18,5,3,8,11,1,12,6,4,10,-23,North
6,8,13,True,True,True,True,1,1,5,7,-1,West,4,9,2,1,3,North,5,1,1,7,-1,West,7,1,1,7,-1,West,3,8,11,4,0,4,6,0,6,1,8,9,3,8,11,2,0,2,553,North
6,9,12,True,True,True,True,1,1,5,8,-1,West,4,8,2,1,3,South,5,1,1,8,-1,West,7,1,1,8,-1,West,3,7,10,4,0,4,6,0,6,1,7,8,3,7,10,2,0,2,552,North
6,10,13,True,True,True,False,1,1,5,9,-1,West,4,8,2,2,4,South,5,1,1,9,-1,West,7,1,1,9,-1,West,3,7,10,4,0,4,6,0,6,1,7,8,3,7,10,2,0,2,551,North
6,11,14,True,True,True,True,1,1,5,10,-1,West,4,7,2,4,6,South,5,1,1,10,-1,West,7,1,1,10,-1,West,3,6,9,4,0,4,6,0,6,1,6,7,3,6,9,2,0,2,550,North
9,9,4,False,True,True,True,3,5,6,4,10,North,3,1,6,8,-1,West,14,9,5,0,5,East,16,4,7,5,12,South,0,4,4,11,4,15,13,1,14,11,8,19,13,3,16,2,5,7,182,North
9,9,4,False,True,True,True,3,4,6,5,11,South,3,1,6,8,-1,West,15,9,6,0,6,East,16,4,7,5,13,East,0,3,3,12,5,17,13,0,13,12,8,20,13,3,16,1,5,6,181,North
15,5,6,False,True,True,True,1,8,14,3,17,North,3,1,12,4,-1,West,5,1,10,4,-1,West,14,6,1,1,3,North,2,7,9,4,7,11,13,2,15,2,0,2,11,5,16,9,5,14,362,North
15,5,6,False,True,True,True,1,8,14,3,17,North,3,1,12,4,-1,West,5,1,10,4,-1,West,14,7,1,2,4,North,2,7,9,4,7,11,13,1,14,2,0,2,11,6,17,9,6,15,361,North
14,6,4,True,True,False,False,1,5,13,1,14,South,3,1,11,5,-1,West,5,1,9,5,-1,West,12,8,2,2,3,South,2,4,6,4,4,8,11,3,14,2,0,2,9,7,16,7,7,14,351,North
14,7,3,True,True,True,True,1,5,13,2,15,South,3,1,11,6,-1,West,5,1,9,6,-1,West,12,7,2,0,3,North,2,4,6,4,4,8,11,2,13,2,0,2,9,6,15,7,6,13,350,North
12,8,4,True,True,True,False,1,4,11,4,15,West,3,1,9,7,-1,West,5,1,7,7,-1,West,7,1,5,7,-1,West,2,3,5,4,3,7,6,3,9,2,0,2,4,0,4,2,0,2,546,North
12,9,3,False,True,True,True,1,3,11,6,17,South,3,1,9,8,-1,West,5,1,7,8,-1,West,7,1,5,8,-1,West,2,2,4,4,2,6,6,2,8,2,0,2,4,0,4,2,0,2,545,North
4,4,-1,True,True,True,True,6,4,2,0,2,East,3,1,1,3,-1,West,5,1,1,3,-1,West,7,1,3,3,-1,West,3,3,6,1,3,4,1,3,4,2,0,2,4,0,4,2,0,2,763,North
4,5,-1,False,True,True,True,5,4,1,1,2,West,3,1,1,4,-1,West,5,1,1,4,-1,West,7,1,3,4,-1,West,2,3,5,0,3,3,2,3,5,2,0,2,4,0,4,2,0,2,762,North
4,5,-1,False,True,True,True,5,3,1,2,3,South,3,1,1,4,-1,West,5,1,1,4,-1,West,7,1,3,4,-1,West,2,2,4,0,2,2,2,2,4,2,0,2,4,0,4,2,0,2,761,North
5,4,-1,True,True,True,True,5,3,0,1,1,East,3,1,2,3,-1,West,5,1,0,3,-1,West,7,1,2,3,-1,West,2,2,4,0,2,2,2,2,4,2,0,2,4,0,4,2,0,2,755,North
13,14,5,True,True,True,False,1,1,12,13,-1,West,3,1,10,13,-1,West,11,13,2,1,3,West,16,13,3,1,3,West,2,0,2,10,12,22,15,12,27,8,12,20,13,12,25,5,0,5,2754,South
15,9,-1,True,True,True,True,4,4,11,5,16,North,8,14,7,5,12,East,12,4,3,5,8,North,12,12,3,3,7,West,4,10,14,8,0,8,8,8,16,4,10,14,4,2,6,0,8,8,-13,South
15,8,-1,True,True,True,True,4,4,11,4,15,North,9,14,6,6,12,East,12,4,3,4,7,North,11,12,4,4,7,East,5,10,15,8,0,8,7,8,15,3,10,13,2,2,4,1,8,9,-14,South
15,7,-1,True,True,True,True,4,5,11,2,13,North,9,13,6,6,12,South,12,3,3,4,7,South,12,12,3,5,9,West,5,8,13,8,2,10,8,7,15,3,10,13,3,1,4,0,9,9,-15,South
15,6,-1,True,True,True,True,4,4,11,2,13,South,8,13,7,7,14,West,11,3,4,3,7,West,11,12,4,6,10,West,4,9,13,7,1,8,7,8,15,3,10,13,3,1,4,0,9,9,-16,South
15,5,-1,True,True,True,True,5,4,10,1,11,East,9,13,6,8,14,East,11,3,4,2,6,West,11,12,4,7,12,West,4,9,13,6,1,7,6,8,14,2,10,12,2,1,3,0,9,9,-17,South
10,4,-1,True,True,True,False,7,5,3,1,4,East,13,14,3,10,13,East,5,1,5,3,-1,West,12,12,2,8,9,West,6,9,15,2,4,6,5,7,12,8,13,21,1,2,3,7,11,18,172,South
10,3,-1,True,False,True,True,6,5,4,2,6,West,13,14,3,11,14,East,5,1,5,2,-1,West,11,12,1,9,10,West,7,9,16,1,4,5,5,7,12,8,13,21,2,2,4,6,11,17,171,South
10,3,-1,True,False,True,True,6,6,4,3,7,North,14,14,4,11,15,East,5,1,5,2,-1,West,11,12,1,9,10,West,8,8,16,1,5,6,5,6,11,9,13,22,3,2,5,6,11,17,170,South
1,17,-1,True,True,False,False,5,9,4,8,12,West,11,3,10,14,24,West,17,6,16,11,27,West,25,13,24,4,28,West,6,6,12,12,3,15,20,4,24,6,3,9,14,10,24,8,7,15,-15,South
1,16,-1,True,True,True,False,5,9,4,7,11,West,11,3,10,13,23,West,17,6,16,10,26,West,25,13,24,3,27,West,6,6,12,12,3,15,20,4,24,6,3,9,14,10,24,8,7,15,-16,South
1,15,-1,True,True,True,False,5,9,4,6,10,West,11,3,10,12,22,West,17,6,16,9,25,West,25,13,24,2,26,West,6,6,12,12,3,15,20,4,24,6,3,9,14,10,24,8,7,15,-17,South
1,14,-1,True,True,True,False,5,9,4,5,9,West,11,3,10,11,21,West,17,6,16,8,24,West,25,13,24,1,25,West,6,6,12,12,3,15,20,4,24,6,3,9,14,10,24,8,7,15,-18,South
1,13,-1,True,True,False,False,5,9,4,4,8,West,11,3,10,10,20,West,17,6,16,7,23,West,25,13,24,0,24,West,6,6,12,12,3,15,20,4,24,6,3,9,14,10,24,8,7,15,-19,South
1,12,-1,True,True,True,False,5,9,4,3,7,West,11,3,10,9,19,West,17,6,16,6,22,West,25,13,24,1,25,West,6,6,12,12,3,15,20,4,24,6,3,9,14,10,24,8,7,15,-20,South
1,11,-1,True,True,False,False,5,9,4,2,6,West,11,3,10,8,18,West,17,6,16,5,21,West,25,13,24,2,26,West,6,6,12,12,3,15,20,4,24,6,3,9,14,10,24,8,7,15,-21,South
1,10,-1,True,True,False,False,5,9,4,1,5,West,11,3,10,7,17,West,17,6,16,4,20,West,25,13,24,3,27,West,6,6,12,12,3,15,20,4,24,6,3,9,14,10,24,8,7,15,-22,South
1,9,-1,True,True,False,False,5,9,4,0,4,West,11,3,10,6,16,West,17,6,16,3,19,West,25,13,24,4,28,West,6,6,12,12,3,15,20,4,24,6,3,9,14,10,24,8,7,15,-23,South
1,8,-1,True,True,False,False,5,9,4,1,5,West,11,3,10,5,15,West,17,6,16,2,18,West,25,13,24,5,29,West,6,6,12,12,3,15,20,4,24,6,3,9,14,10,24,8,7,15,-24,South
1,7,-1,True,True,False,False,5,9,4,2,6,West,11,3,10,4,14,West,17,6,16,1,17,West,25,13,24,6,30,West,6,6,12,12,3,15,20,4,24,6,3,9,14,10,24,8,7,15,-25,South
1,6,-1,True,True,True,False,5,9,4,3,7,West,11,3,10,3,13,West,17,6,16,0,16,West,25,13,24,7,31,West,6,6,12,12,3,15,20,4,24,6,3,9,14,10,24,8,7,15,-26,South
6,8,-1,True,True,False,True,1,1,5,7,-1,West,11,3,5,5,10,West,17,6,11,2,13,West,25,13,19,5,24,West,10,2,12,16,5,21,24,12,36,6,3,9,14,10,24,8,7,15,163,South
6,7,-1,True,True,False,True,1,1,5,6,-1,West,11,3,5,4,9,West,17,6,11,1,12,West,25,13,19,6,25,West,10,2,12,16,5,21,24,12,36,6,3,9,14,10,24,8,7,15,162,South
6,6,-1,True,False,True,True,1,1,5,5,-1,West,11,3,5,3,8,West,17,6,11,0,11,West,25,13,19,7,26,West,10,2,12,16,5,21,24,12,36,6,3,9,14,10,24,8,7,15,161,South
11,5,-1,True,True,False,True,1,1,10,4,-1,West,11,3,0,2,2,West,17,6,6,1,7,West,25,13,14,8,22,West,10,2,12,16,5,21,24,12,36,6,3,9,14,10,24,8,7,15,155,South
11,4,-1,True,True,False,True,1,1,10,3,-1,West,11,3,0,1,1,West,17,6,6,2,8,West,25,13,14,9,23,West,10,2,12,16,5,21,24,12,36,6,3,9,14,10,24,8,7,15,154,South
11,3,-1,True,False,False,True,1,1,10,2,-1,West,3,1,8,2,-1,West,17,6,6,3,9,West,25,13,14,10,24,West,2,0,2,16,5,21,24,12,36,14,5,19,22,12,34,8,7,15,353,South
14,11,-1,True,True,True,True,1,1,13,10,-1,West,3,1,11,10,-1,West,17,6,3,5,8,West,25,13,11,2,13,West,2,0,2,16,5,21,24,12,36,14,5,19,22,12,34,8,7,15,340,South
14,10,-1,True,True,True,True,1,1,13,9,-1,West,3,1,11,9,-1,West,17,6,3,4,7,West,25,13,11,3,14,West,2,0,2,16,5,21,24,12,36,14,5,19,22,12,34,8,7,15,339,South
14,9,-1,True,True,False,True,1,1,13,8,-1,West,3,1,11,8,-1,West,17,6,3,3,6,West,25,13,11,4,15,West,2,0,2,16,5,21,24,12,36,14,5,19,22,12,34,8,7,15,338,South
14,8,-1,True,True,True,True,1,1,13,7,-1,West,3,1,11,7,-1,West,17,6,3,2,5,West,25,13,11,5,16,West,2,0,2,16,5,21,24,12,36,14,5,19,22,12,34,8,7,15,337,South
14,7,-1,True,True,False,True,1,1,13,6,-1,West,3,1,11,6,-1,West,17,6,3,1,4,West,25,13,11,6,17,West,2,0,2,16,5,21,24,12,36,14,5,19,22,12,34,8,7,15,336,South
14,6,-1,True,True,True,True,1,1,13,5,-1,West,3,1,11,5,-1,West,17,6,3,0,3,West,25,13,11,7,18,West,2,0,2,16,5,21,24,12,36,14,5,19,22,12,34,8,7,15,335,South
13,12,8,True,True,True,True,7,6,6,6,12,West,3,1,10,11,-1,West,13,8,0,4,4,South,7,1,6,11,-1,West,4,5,9,6,2,8,0,5,5,10,7,17,4,0,4,6,7,13,372,South
13,11,7,True,True,True,True,6,6,7,5,12,West,3,1,10,10,-1,West,13,7,0,4,4,South,7,1,6,10,-1,West,3,5,8,7,1,8,1,5,6,10,6,16,4,0,4,6,6,12,371,South
13,10,6,True,True,True,True,6,5,7,5,12,South,3,1,10,9,-1,West,14,7,1,3,4,East,7,1,6,9,-1,West,3,4,7,8,2,10,1,4,5,11,6,17,4,0,4,7,6,13,370,South
13,9,5,True,True,True,True,6,4,7,5,12,South,3,1,10,8,-1,West,14,8,1,1,2,North,7,1,6,8,-1,West,3,3,6,8,4,12,1,3,4,11,7,18,4,0,4,7,7,14,369,South
13,8,6,True,True,True,True,6,3,7,5,12,South,3,1,10,7,-1,West,14,7,1,1,2,South,7,1,6,7,-1,West,3,2,5,8,4,12,1,2,3,11,6,17,4,0,4,7,6,13,368,South
13,7,7,True,True,True,True,6,3,7,4,11,South,3,1,10,6,-1,West,15,7,2,0,2,East,7,1,6,6,-1,West,3,2,5,9,4,13,1,2,3,12,6,18,4,0,4,8,6,14,367,South
13,6,8,True,True,True,True,5,3,8,3,11,West,3,1,10,5,-1,West,14,7,1,1,2,West,7,1,6,5,-1,West,2,2,4,9,4,13,2,2,4,11,6,17,4,0,4,7,6,13,366,South
10,9,8,True,True,True,True,6,3,4,6,10,East,3,1,7,8,-1,West,11,8,1,1,2,South,7,1,3,8,-1,West,3,2,5,5,5,10,1,2,3,8,7,15,4,0,4,4,7,11,354,South
10,8,9,True,True,True,True,7,3,3,5,8,East,3,1,7,7,-1,West,5,1,5,7,-1,West,7,1,3,7,-1,West,4,2,6,2,2,4,0,2,2,2,0,2,4,0,4,2,0,2,553,South
10,7,10,True,True,True,True,6,3,4,4,8,West,3,1,7,6,-1,West,5,1,5,6,-1,West,7,1,3,6,-1,West,3,2,5,1,2,3,1,2,3,2,0,2,4,0,4,2,0,2,552,South
6,10,8,True,True,False,True,6,5,0,5,5,West,6,9,0,1,1,West,5,1,1,9,-1,West,14,6,8,4,12,West,0,4,4,1,4,5,8,1,9,1,8,9,8,3,11,9,5,14,184,South
6,9,7,True,True,True,True,6,5,0,4,4,West,3,1,3,8,-1,West,5,1,1,8,-1,West,14,6,8,3,11,West,3,4,7,1,4,5,8,1,9,2,0,2,11,5,16,9,5,14,383,South
6,8,6,True,True,True,True,6,5,0,3,3,West,3,1,3,7,-1,West,5,1,1,7,-1,West,14,6,8,2,10,West,3,4,7,1,4,5,8,1,9,2,0,2,11,5,16,9,5,14,382,South
