@relation 'training_keyboard-weka.filters.unsupervised.attribute.Remove-R51-53-weka.filters.unsupervised.attribute.Remove-R3,10-12,16-18,22-24,28-30,32-50'

@attribute posX numeric
@attribute posY numeric
@attribute North {True,False}
@attribute South {True,False}
@attribute East {True,False}
@attribute West {True,False}
@attribute Ghost1posX numeric
@attribute Ghost1posY numeric
@attribute DirGhost1 {North,South,East,West,Stop,-1}
@attribute Ghost2posX numeric
@attribute Ghost2posY numeric
@attribute DirGhost2 {North,South,East,West,Stop,-1}
@attribute Ghost3posX numeric
@attribute Ghost3posY numeric
@attribute DirGhost3 {North,South,East,West,Stop,-1}
@attribute Ghost4posX numeric
@attribute Ghost4posY numeric
@attribute DirGhost4 {North,South,East,West,Stop,-1}
@attribute DirPACMAN {North,South,East,West}

@data
6,3,True,False,True,True,4,4,West,3,1,East,5,1,East,7,1,East,South
15,1,True,False,True,True,12,13,East,14,14,East,14,15,East,14,13,West,East
16,1,False,False,True,True,12,13,East,13,14,West,14,14,South,13,13,North,East
17,1,False,False,True,True,11,13,West,13,13,South,13,14,West,13,14,South,East
18,1,False,False,True,True,10,13,West,13,13,South,13,15,North,13,13,West,East
19,1,False,False,True,True,10,13,West,12,13,West,13,14,South,12,13,East,East
20,1,False,False,True,True,10,13,West,11,13,West,13,13,South,13,13,North,East
16,3,False,False,True,True,10,13,West,10,13,West,10,13,West,13,14,East,East
17,3,False,False,True,True,11,13,East,11,13,East,11,13,East,14,14,South,East
18,3,True,False,False,True,10,13,West,11,13,East,10,13,West,14,13,West,East
16,9,False,False,True,True,12,13,East,13,14,North,14,14,North,14,14,East,East
17,9,False,False,True,True,12,13,East,13,13,South,14,15,North,14,14,West,East
18,9,False,False,True,True,11,13,West,14,13,East,14,14,South,13,14,West,East
19,9,True,False,True,True,12,13,East,14,14,North,14,14,South,13,14,East,East
13,10,False,True,True,True,5,4,West,7,14,East,12,5,East,12,12,West,East
14,10,False,True,True,True,4,4,West,6,14,West,12,4,South,11,12,West,East
15,10,True,True,True,True,4,3,South,7,14,East,12,3,South,11,12,East,East
4,14,False,False,True,True,1,1,East,18,13,South,5,1,East,8,14,North,East
5,14,False,False,True,True,1,1,East,18,13,South,5,1,East,8,14,East,East
6,14,False,False,True,True,1,1,East,17,13,West,5,1,East,9,14,East,East
7,14,False,False,True,True,1,1,East,18,13,East,5,1,East,9,14,South,East
8,14,False,True,True,True,1,1,East,18,14,North,5,1,East,9,13,North,East
9,14,False,True,True,True,1,1,East,18,14,North,5,1,East,7,1,East,East
10,14,False,True,True,True,1,1,East,18,14,North,5,1,East,7,1,East,East
11,14,False,False,True,True,1,1,East,18,14,North,5,1,East,7,1,East,East
12,14,False,False,True,True,1,1,East,18,13,South,5,1,East,7,1,East,East
2,18,False,False,True,True,5,9,East,11,3,East,17,6,East,25,13,East,East
3,18,False,False,True,True,5,9,East,11,3,East,17,6,East,25,13,East,East
4,18,False,False,True,True,5,9,East,11,3,East,17,6,East,25,13,East,East
5,18,False,False,True,True,5,9,East,11,3,East,17,6,East,25,13,East,East
2,6,False,True,True,True,5,9,East,11,3,East,17,6,East,25,13,East,East
3,6,True,True,True,True,5,9,East,11,3,East,17,6,East,25,13,East,East
4,9,True,True,True,True,5,9,East,11,3,East,17,6,East,25,13,East,East
5,9,True,True,True,True,1,1,East,11,3,East,17,6,East,25,13,East,East
6,9,True,True,False,True,1,1,East,11,3,East,17,6,East,25,13,East,East
6,9,True,True,False,True,1,1,East,11,3,East,17,6,East,25,13,East,East
6,9,True,True,False,True,1,1,East,11,3,East,17,6,East,25,13,East,East
7,6,False,False,True,True,1,1,East,11,3,East,17,6,East,25,13,East,East
8,6,True,True,True,True,1,1,East,11,3,East,17,6,East,25,13,East,East
9,6,True,True,True,True,1,1,East,11,3,East,17,6,East,25,13,East,East
10,6,True,True,True,True,1,1,East,11,3,East,17,6,East,25,13,East,East
11,6,True,True,False,True,1,1,East,11,3,East,17,6,East,25,13,East,East
12,12,False,False,True,True,1,1,East,3,1,East,17,6,East,25,13,East,East
13,12,False,True,True,True,1,1,East,3,1,East,17,6,East,25,13,East,East
14,12,True,True,True,True,1,1,East,3,1,East,17,6,East,25,13,East,East
15,6,False,False,True,True,1,1,East,3,1,East,17,6,East,25,13,East,East
16,6,False,False,True,True,1,1,East,3,1,East,17,6,East,25,13,East,East
17,6,False,True,True,True,1,1,East,3,1,East,5,1,East,25,13,East,East
15,11,True,True,True,True,1,1,East,3,1,East,5,1,East,25,13,East,East
16,11,True,True,True,True,1,1,East,3,1,East,5,1,East,25,13,East,East
17,11,True,True,True,True,1,1,East,3,1,East,5,1,East,25,13,East,East
18,11,True,True,True,True,1,1,East,3,1,East,5,1,East,25,13,East,East
19,11,True,True,True,True,1,1,East,3,1,East,5,1,East,25,13,East,East
20,11,True,True,False,True,1,1,East,3,1,East,5,1,East,25,13,East,East
21,15,True,False,True,True,1,1,East,3,1,East,5,1,East,25,13,East,East
22,15,True,True,True,True,1,1,East,3,1,East,5,1,East,25,13,East,East
2,5,False,False,True,True,1,1,East,3,1,East,10,5,East,17,1,East,East
3,5,False,True,True,True,1,1,East,3,1,East,10,5,East,17,1,East,East
4,5,False,False,True,True,1,1,East,3,1,East,10,5,East,17,1,East,East
5,5,False,True,True,True,1,1,East,3,1,East,10,5,East,17,1,East,East
6,5,False,False,True,True,1,1,East,3,1,East,10,5,East,17,1,East,East
7,5,False,False,True,True,1,1,East,3,1,East,10,5,East,17,1,East,East
8,5,False,False,True,True,1,1,East,3,1,East,10,5,East,17,1,East,East
9,5,False,False,True,True,1,1,East,3,1,East,10,5,East,17,1,East,East
10,5,False,False,True,True,1,1,East,3,1,East,5,1,East,17,1,East,East
11,5,False,False,True,True,1,1,East,3,1,East,5,1,East,17,1,East,East
12,5,False,True,True,True,1,1,East,3,1,East,5,1,East,17,1,East,East
13,5,False,False,True,True,1,1,East,3,1,East,5,1,East,17,1,East,East
14,5,False,True,True,True,1,1,East,3,1,East,5,1,East,17,1,East,East
15,5,False,False,True,True,1,1,East,3,1,East,5,1,East,17,1,East,East
16,5,False,False,True,True,1,1,East,3,1,East,5,1,East,17,1,East,East
13,10,True,True,True,True,7,3,East,6,13,East,16,6,East,12,12,West,East
14,10,True,True,True,True,8,3,East,5,13,West,16,7,North,11,12,West,East
8,13,True,True,True,True,8,6,North,3,1,East,14,9,North,7,1,East,East
9,13,True,True,True,True,9,6,East,3,1,East,14,10,North,7,1,East,East
10,13,True,True,True,True,9,7,North,3,1,East,13,10,West,7,1,East,East
11,13,True,True,True,True,8,7,West,3,1,East,13,9,South,7,1,East,East
12,13,True,True,True,True,8,6,South,3,1,East,13,10,North,7,1,East,East
13,13,True,True,True,True,8,6,South,3,1,East,13,9,South,7,1,East,East
14,6,True,True,True,True,4,3,West,3,1,East,14,8,North,7,1,East,East
15,6,True,True,True,True,5,3,East,3,1,East,13,8,West,7,1,East,East
11,7,True,True,True,True,6,3,West,3,1,East,5,1,East,7,1,East,East
12,7,True,True,True,True,7,3,East,3,1,East,5,1,East,7,1,East,East
13,7,True,True,True,True,6,3,West,3,1,East,5,1,East,7,1,East,East
14,7,True,True,True,True,7,3,East,3,1,East,5,1,East,7,1,East,East
2,11,False,False,True,True,6,5,East,6,9,East,8,11,East,14,6,East,East
3,11,False,False,True,True,6,5,East,6,9,East,8,11,East,14,6,East,East
4,11,False,False,True,True,6,5,East,6,9,East,8,11,East,14,6,East,East
5,11,False,True,True,True,6,5,East,6,9,East,8,11,East,14,6,East,East
6,11,False,True,True,True,6,5,East,6,9,East,8,11,East,14,6,East,East
7,11,False,False,True,True,6,5,East,6,9,East,8,11,East,14,6,East,East
8,11,False,False,True,True,6,5,East,6,9,East,5,1,East,14,6,East,East
7,8,True,True,True,True,6,5,East,3,1,East,5,1,East,14,6,East,East
8,8,True,True,True,True,6,5,East,3,1,East,5,1,East,14,6,East,East
9,8,True,True,True,True,6,5,East,3,1,East,5,1,East,14,6,East,East
10,8,True,True,False,True,6,5,East,3,1,East,5,1,East,14,6,East,East
10,8,True,True,False,True,6,5,East,3,1,East,5,1,East,14,6,East,East
11,10,True,True,False,True,6,5,East,3,1,East,5,1,East,14,6,East,East
11,10,True,True,False,True,6,5,East,3,1,East,5,1,East,14,6,East,East
11,10,True,True,False,True,6,5,East,3,1,East,5,1,East,14,6,East,East
11,10,True,True,False,True,6,5,East,3,1,East,5,1,East,14,6,East,East
12,9,False,True,True,True,6,5,East,3,1,East,5,1,East,14,6,East,East
13,9,False,True,True,True,6,5,East,3,1,East,5,1,East,14,6,East,East
14,9,True,True,True,True,6,5,East,3,1,East,5,1,East,14,6,East,East
2,11,False,False,True,True,4,4,South,6,11,North,10,11,East,14,6,South,East
3,11,False,False,True,True,4,3,South,6,11,North,10,11,East,14,6,South,East
4,11,False,False,True,True,4,4,North,6,10,South,10,11,East,14,6,South,East
5,11,False,True,True,True,5,4,East,6,10,South,10,11,East,14,5,East,East
6,11,False,True,True,True,6,4,East,6,9,South,10,10,South,15,5,South,East
7,11,False,False,True,True,6,5,North,7,9,East,11,10,East,15,4,South,East
8,11,False,False,True,True,6,5,North,8,9,East,11,11,North,15,3,East,East
9,11,False,False,True,True,6,4,South,9,9,East,11,10,South,16,3,East,East
10,11,False,True,True,True,5,4,West,10,9,East,11,10,South,16,3,North,East
11,11,False,True,True,True,4,4,West,9,9,West,11,10,South,16,4,North,East
10,9,True,True,True,True,7,4,North,3,1,East,5,1,East,17,4,East,East
11,9,True,False,True,True,6,4,West,3,1,East,5,1,East,17,4,South,East
12,9,False,True,True,True,7,4,East,3,1,East,5,1,East,17,3,South,East
13,9,False,True,True,True,6,4,West,3,1,East,5,1,East,17,3,South,East
14,9,True,True,True,True,7,4,East,3,1,East,5,1,East,17,3,South,East
15,9,False,True,True,True,7,4,East,3,1,East,5,1,East,17,3,West,East
15,5,False,True,True,True,5,5,West,3,1,East,5,1,East,17,5,West,East
16,5,False,True,True,True,5,4,South,3,1,East,5,1,East,7,1,East,East
17,5,False,True,True,True,4,4,West,3,1,East,5,1,East,7,1,East,East
18,5,True,True,False,True,4,3,South,3,1,East,5,1,East,7,1,East,East
5,3,False,False,True,True,2,3,East,1,1,West,7,1,East,14,2,South,East
6,3,False,False,False,True,1,3,West,1,1,West,7,1,East,14,1,North,East
6,3,False,False,False,True,2,3,East,1,1,West,8,1,East,14,2,North,East
2,1,False,False,True,True,1,1,East,4,1,West,7,1,East,11,3,West,East
3,1,False,False,True,True,2,1,East,3,1,East,6,1,West,10,3,West,East
4,1,False,False,True,True,3,1,East,3,1,East,7,1,East,9,3,West,East
5,1,False,False,True,True,3,1,East,2,1,West,8,1,East,8,3,East,East
6,1,False,False,True,True,2,1,West,1,1,West,9,1,East,9,3,East,East
7,1,False,False,True,True,2,1,West,1,2,North,9,1,East,9,3,East,East
8,1,False,False,True,True,1,1,West,1,1,South,10,1,East,10,3,West,East
9,1,True,False,True,True,2,1,East,1,2,North,10,1,East,9,3,West,East
10,3,False,False,True,True,4,1,East,3,1,East,9,1,West,6,1,East,East
11,3,False,False,True,True,4,1,East,4,1,East,10,1,East,6,1,West,East
12,3,False,False,True,True,3,1,West,4,1,East,9,1,West,5,1,West,East
2,9,True,True,True,True,2,8,West,3,1,East,4,3,South,4,6,South,East
3,9,True,True,True,True,3,8,East,3,1,East,4,3,South,4,5,West,East
4,9,True,True,True,True,3,8,East,3,1,East,4,4,North,3,5,North,East
5,9,True,True,True,True,3,8,East,3,1,East,3,4,West,3,6,North,East
7,5,False,False,True,True,8,5,East,10,5,East,11,5,East,17,7,East,East
8,5,False,False,True,True,1,1,East,10,5,East,11,5,East,17,7,East,East
9,5,True,True,True,True,1,1,East,10,5,East,11,5,East,17,7,East,East
10,5,True,False,True,True,1,1,East,3,1,East,11,5,East,17,7,East,East
11,5,False,False,False,True,1,1,East,3,1,East,5,1,East,17,7,East,East
11,5,False,False,False,True,1,1,East,3,1,East,5,1,East,17,7,East,East
11,7,False,False,True,True,1,1,East,3,1,East,5,1,East,17,7,East,East
12,7,False,False,True,True,1,1,East,3,1,East,5,1,East,17,7,East,East
13,7,False,True,False,True,1,1,East,3,1,East,5,1,East,17,7,East,East
14,5,False,False,True,True,1,1,East,3,1,East,5,1,East,17,7,East,East
15,5,True,False,True,True,1,1,East,3,1,East,5,1,East,17,7,East,East
16,5,False,True,True,True,1,1,East,3,1,East,5,1,East,17,7,East,East
17,5,False,False,True,True,1,1,East,3,1,East,5,1,East,17,7,East,East
15,1,True,False,True,True,11,13,West,13,13,East,13,13,East,14,14,North,East
16,3,False,False,True,True,11,13,East,13,13,South,13,14,West,14,14,South,East
17,3,False,False,True,True,12,13,East,13,13,South,13,15,North,14,14,West,East
18,3,True,False,False,True,13,13,East,13,13,South,12,15,West,13,14,North,East
16,9,False,False,True,True,15,15,East,13,13,West,12,15,East,11,15,East,East
17,9,False,False,True,True,15,15,East,14,13,East,12,16,North,11,15,West,East
18,9,False,False,True,True,15,16,North,14,14,North,12,16,North,10,15,West,East
19,9,True,False,True,True,15,16,North,13,14,West,12,17,North,10,15,West,East
10,18,False,False,True,True,1,2,South,12,13,East,4,1,West,6,1,East,East
11,18,False,False,True,True,1,2,South,12,13,East,4,1,West,7,1,East,East
12,18,False,True,False,True,1,1,South,11,13,West,3,1,West,8,1,West,East
13,10,False,True,True,True,3,5,East,9,12,East,14,6,North,11,12,West,East
14,10,False,True,True,True,4,5,East,9,13,North,14,6,North,10,12,North,East
15,10,True,True,True,True,4,4,South,9,14,North,14,5,South,10,13,West,East
9,12,True,False,True,True,6,3,West,3,1,East,10,5,North,9,13,East,East
4,6,True,True,True,True,7,6,North,3,1,East,16,6,East,7,1,East,East
5,6,False,True,True,True,6,6,West,3,1,East,15,6,West,7,1,East,East
6,6,False,True,True,True,1,1,East,3,1,East,15,6,West,7,1,East,East
7,6,False,True,True,True,1,1,East,3,1,East,15,7,North,7,1,East,East
8,6,False,True,False,True,1,1,East,3,1,East,15,6,South,7,1,East,East
9,3,False,False,True,True,1,1,East,3,1,East,16,8,North,7,1,East,East
10,3,True,False,True,True,1,1,East,3,1,East,16,9,North,7,1,East,East
11,3,True,False,True,True,1,1,East,3,1,East,16,10,North,7,1,East,East
12,3,True,False,True,True,1,1,East,3,1,East,15,10,West,7,1,East,East
13,3,True,False,True,True,1,1,East,3,1,East,14,10,West,7,1,East,East
14,6,True,True,True,True,1,1,East,3,1,East,14,9,South,7,1,East,East
15,6,True,True,True,True,1,1,East,3,1,East,13,9,West,7,1,East,East
2,6,False,True,True,True,5,9,East,11,3,East,17,6,East,25,13,East,East
3,6,True,True,True,True,5,9,East,11,3,East,17,6,East,25,13,East,East
4,6,True,True,True,True,5,9,East,11,3,East,17,6,East,25,13,East,East
5,9,True,True,True,True,1,1,East,11,3,East,17,6,East,25,13,East,East
6,9,True,True,False,True,1,1,East,11,3,East,17,6,East,25,13,East,East
7,6,False,False,True,True,1,1,East,11,3,East,17,6,East,25,13,East,East
8,6,True,True,True,True,1,1,East,11,3,East,17,6,East,25,13,East,East
9,6,True,True,True,True,1,1,East,11,3,East,17,6,East,25,13,East,East
10,6,True,True,True,True,1,1,East,11,3,East,17,6,East,25,13,East,East
11,4,True,True,False,True,1,1,East,11,3,East,17,6,East,25,13,East,East
11,4,True,True,False,True,1,1,East,11,3,East,17,6,East,25,13,East,East
12,12,False,False,True,True,1,1,East,3,1,East,17,6,East,25,13,East,East
13,12,False,True,True,True,1,1,East,3,1,East,17,6,East,25,13,East,East
14,12,True,True,True,True,1,1,East,3,1,East,17,6,East,25,13,East,East
15,6,False,False,True,True,1,1,East,3,1,East,17,6,East,25,13,East,East
16,6,False,False,True,True,1,1,East,3,1,East,17,6,East,25,13,East,East
17,6,False,True,True,True,1,1,East,3,1,East,5,1,East,25,13,East,East
15,10,True,False,True,True,1,1,East,3,1,East,5,1,East,25,13,East,East
16,10,True,False,True,True,1,1,East,3,1,East,5,1,East,25,13,East,East
17,10,True,False,True,True,1,1,East,3,1,East,5,1,East,25,13,East,East
18,10,True,False,True,True,1,1,East,3,1,East,5,1,East,25,13,East,East
19,10,True,False,True,True,1,1,East,3,1,East,5,1,East,25,13,East,East
20,10,True,False,True,True,1,1,East,3,1,East,5,1,East,25,13,East,East
21,15,True,False,True,True,1,1,East,3,1,East,5,1,East,25,13,East,East
22,15,True,True,True,True,1,1,East,3,1,East,5,1,East,25,13,East,East
2,5,False,False,True,True,1,1,East,3,1,East,10,5,East,17,1,East,East
3,5,False,True,True,True,1,1,East,3,1,East,10,5,East,17,1,East,East
4,5,False,False,True,True,1,1,East,3,1,East,10,5,East,17,1,East,East
5,5,False,True,True,True,1,1,East,3,1,East,10,5,East,17,1,East,East
6,5,False,False,True,True,1,1,East,3,1,East,10,5,East,17,1,East,East
7,5,False,False,True,True,1,1,East,3,1,East,10,5,East,17,1,East,East
8,5,False,False,True,True,1,1,East,3,1,East,10,5,East,17,1,East,East
9,5,False,False,True,True,1,1,East,3,1,East,10,5,East,17,1,East,East
10,5,False,False,True,True,1,1,East,3,1,East,5,1,East,17,1,East,East
11,5,False,False,True,True,1,1,East,3,1,East,5,1,East,17,1,East,East
12,5,False,True,True,True,1,1,East,3,1,East,5,1,East,17,1,East,East
13,5,False,False,True,True,1,1,East,3,1,East,5,1,East,17,1,East,East
14,5,False,True,True,True,1,1,East,3,1,East,5,1,East,17,1,East,East
15,5,False,False,True,True,1,1,East,3,1,East,5,1,East,17,1,East,East
16,5,False,False,True,True,1,1,East,3,1,East,5,1,East,17,1,East,East
13,10,True,True,True,True,5,6,North,5,11,South,13,5,North,14,10,North,East
14,10,True,True,True,True,5,6,North,6,11,East,13,6,North,14,11,East,East
15,10,True,True,True,True,6,6,East,6,12,North,12,6,West,15,11,East,East
13,11,True,True,True,True,7,9,East,9,12,East,12,7,East,16,13,West,East
14,11,True,True,True,True,6,9,West,9,11,South,12,8,North,15,13,West,East
15,11,True,True,True,True,6,9,West,8,11,West,12,8,North,15,13,West,East
16,11,True,True,True,True,6,8,South,7,11,West,12,9,North,15,13,East,East
15,14,False,True,True,True,4,6,West,7,11,South,11,9,West,17,11,North,East
16,14,False,True,True,True,4,7,North,7,11,South,11,10,North,17,12,West,East
17,14,False,True,True,True,4,7,North,7,12,North,11,10,North,16,12,North,East
3,11,True,False,True,True,1,1,East,5,7,East,5,1,East,7,1,East,East
4,11,True,False,True,True,1,1,East,5,8,North,5,1,East,7,1,East,East
5,11,True,False,True,True,1,1,East,4,8,West,5,1,East,7,1,East,East
2,11,False,False,True,True,5,5,North,6,9,West,10,10,South,16,5,West,East
3,11,False,False,True,True,6,5,East,6,8,South,10,9,South,15,5,West,East
4,11,False,False,True,True,6,5,East,6,7,South,11,9,East,15,5,East,East
5,11,False,True,True,True,6,5,East,7,7,East,11,9,East,16,5,East,East
6,11,False,True,True,True,7,5,East,7,8,North,12,9,East,16,5,East,East
7,8,True,True,True,True,5,4,South,9,8,South,13,8,South,16,5,West,East
8,8,True,True,True,True,4,4,West,10,8,East,13,8,South,15,5,East,East
9,8,True,True,True,True,3,4,West,3,1,East,13,9,North,16,5,South,East
10,9,True,True,True,True,3,4,South,3,1,East,15,9,East,17,4,East,East
11,9,True,False,True,True,3,5,North,3,1,East,14,9,West,17,4,North,East
12,9,False,True,True,True,3,4,South,3,1,East,14,9,West,17,5,West,East
13,9,False,True,True,True,3,3,South,3,1,East,15,9,East,16,5,West,East
14,9,True,True,True,True,2,3,West,3,1,East,5,1,East,16,5,South,East
15,9,False,True,True,True,2,4,North,3,1,East,5,1,East,16,4,West,East
16,9,False,True,True,True,2,3,South,3,1,East,5,1,East,15,4,West,East
17,9,False,True,True,True,1,3,West,3,1,East,5,1,East,15,4,South,East
18,7,True,True,False,True,1,5,North,3,1,East,5,1,East,15,3,North,East
11,5,False,True,True,True,1,5,South,3,1,East,5,1,East,12,8,South,East
12,5,False,False,True,True,1,6,North,3,1,East,5,1,East,12,7,East,East
13,5,False,True,True,True,1,7,North,3,1,East,5,1,East,13,7,West,East
14,5,True,True,True,True,1,6,South,3,1,East,5,1,East,12,7,North,East
2,11,False,False,True,True,6,5,North,5,10,North,8,11,West,14,9,West,East
3,11,False,False,True,True,5,5,West,6,10,East,9,11,East,13,9,South,East
4,11,False,False,True,True,5,4,South,6,11,North,8,11,West,13,8,West,East
5,11,False,True,True,True,5,3,South,3,1,East,9,11,East,12,8,North,East
6,11,False,True,True,True,6,3,East,3,1,East,8,11,West,12,9,North,East
7,11,False,False,True,True,6,3,East,3,1,East,8,11,West,12,9,East,East
8,11,False,False,True,True,6,3,East,3,1,East,5,1,East,13,9,South,East
9,11,False,False,True,True,6,4,North,3,1,East,5,1,East,13,8,West,East
10,11,False,True,True,True,6,4,North,3,1,East,5,1,East,12,8,East,East
11,11,False,True,True,True,6,3,South,3,1,East,5,1,East,13,8,East,East
12,11,False,False,True,True,6,4,North,3,1,East,5,1,East,13,8,West,East
13,11,False,False,True,True,6,5,North,3,1,East,5,1,East,12,8,North,East
14,11,False,True,True,True,5,5,West,3,1,East,5,1,East,12,9,North,East
5,5,False,True,True,True,5,3,South,3,1,East,5,1,East,7,1,East,East
6,5,False,True,True,True,5,4,North,3,1,East,5,1,East,7,1,East,East
19,1,False,False,True,True,11,13,East,11,13,West,12,13,West,13,14,North,West
18,1,False,False,True,True,11,13,East,11,13,West,12,13,West,13,14,East,West
17,1,False,False,True,True,11,13,East,11,13,West,12,13,West,14,14,West,West
16,1,False,False,True,True,11,13,East,10,13,West,11,13,West,13,14,South,West
15,1,True,False,True,True,10,13,West,11,13,East,11,13,West,13,13,West,West
17,6,False,False,True,True,10,13,West,11,13,East,12,13,East,13,14,North,West
16,6,False,False,True,True,10,13,West,12,13,East,12,13,East,13,14,East,West
15,6,True,False,True,True,11,13,East,11,13,West,11,13,West,14,14,West,West
18,15,False,False,True,True,14,13,West,14,15,North,13,13,West,15,13,East,West
17,15,False,False,True,True,13,13,West,14,15,North,13,13,West,16,13,East,West
16,15,False,False,True,True,14,13,East,13,15,West,12,13,West,16,13,West,West
15,15,True,False,True,True,13,13,West,13,14,South,12,13,West,15,13,West,West
14,15,False,True,True,True,12,13,West,13,15,North,13,13,East,15,13,West,West
13,15,False,True,True,True,13,13,East,3,1,East,12,13,West,15,13,East,West
14,5,True,True,True,True,5,3,South,9,13,East,10,3,West,10,12,East,West
13,5,True,True,True,True,6,3,East,9,13,East,9,3,West,11,12,East,West
12,5,True,True,True,True,6,4,North,10,13,East,10,3,East,12,12,East,West
11,5,True,True,True,True,6,5,North,10,14,North,10,3,East,12,12,East,West
10,5,True,True,True,False,5,5,West,11,14,East,10,4,North,12,12,East,West
10,5,True,True,True,False,5,4,South,10,14,West,5,1,East,13,12,East,West
10,5,True,True,True,False,5,5,North,11,14,East,5,1,East,13,12,West,West
10,5,True,True,True,False,5,5,North,12,14,East,5,1,East,12,12,West,West
10,5,True,True,True,False,5,5,North,13,14,East,5,1,East,12,12,East,West
10,5,True,True,True,False,6,5,East,12,14,West,5,1,East,13,12,West,West
9,3,False,False,True,True,6,5,South,14,14,East,5,1,East,11,12,West,West
8,3,True,False,True,True,6,5,South,15,14,East,5,1,East,10,12,West,West
7,3,True,False,True,True,7,5,East,16,14,East,5,1,East,10,12,West,West
6,5,True,True,True,True,1,1,East,16,13,South,5,1,East,8,12,East,West
5,5,True,True,True,True,1,1,East,16,14,North,5,1,East,9,12,East,West
4,5,True,True,True,True,1,1,East,16,13,South,5,1,East,10,12,North,West
3,5,True,True,True,True,1,1,East,16,13,South,5,1,East,10,13,West,West
4,18,False,False,True,True,5,9,East,11,3,East,17,6,East,25,13,East,West
3,18,False,False,True,True,5,9,East,11,3,East,17,6,East,25,13,East,West
2,18,False,False,True,True,5,9,East,11,3,East,17,6,East,25,13,East,West
1,18,False,True,True,False,5,9,East,11,3,East,17,6,East,25,13,East,West
16,6,False,False,True,True,1,1,East,3,1,East,5,1,East,25,13,East,West
15,6,False,False,True,True,1,1,East,3,1,East,5,1,East,25,13,East,West
14,6,True,True,True,True,1,1,East,3,1,East,5,1,East,25,13,East,West
7,1,True,False,True,True,1,1,East,1,5,East,10,5,East,17,1,East,West
6,1,False,False,True,True,1,1,East,1,5,East,10,5,East,17,1,East,West
5,1,True,False,True,True,1,1,East,1,5,East,10,5,East,17,1,East,West
4,1,False,False,True,True,1,1,East,1,5,East,10,5,East,17,1,East,West
3,1,False,False,True,True,1,1,East,1,5,East,10,5,East,17,1,East,West
2,1,False,False,True,True,1,1,East,1,5,East,10,5,East,17,1,East,West
1,1,True,False,True,False,1,1,East,1,5,East,10,5,East,17,1,East,West
13,10,True,True,True,True,7,3,West,6,13,East,17,7,East,10,12,South,West
12,10,True,True,True,True,7,4,North,6,14,North,16,7,West,10,11,South,West
11,10,True,True,True,True,7,5,North,7,14,East,15,7,West,10,11,North,West
10,13,True,True,True,True,9,7,North,9,13,South,15,8,East,7,1,East,West
9,13,True,True,True,True,8,7,West,3,1,East,15,7,South,7,1,East,West
8,13,True,True,True,True,8,6,South,3,1,East,14,7,West,7,1,East,West
7,13,True,True,True,True,8,5,South,3,1,East,14,8,North,7,1,East,West
14,6,True,True,True,True,5,4,North,3,1,East,13,9,North,7,1,East,West
13,6,True,True,True,True,5,4,North,3,1,East,12,9,West,7,1,East,West
12,10,True,True,True,True,5,4,North,3,1,East,11,9,West,7,1,East,West
11,10,True,True,True,True,5,4,North,3,1,East,12,9,East,7,1,East,West
10,10,True,True,True,True,5,3,South,3,1,East,11,9,West,7,1,East,West
13,7,True,True,True,True,6,3,West,3,1,East,5,1,East,7,1,East,West
12,7,True,True,True,True,5,3,West,3,1,East,5,1,East,7,1,East,West
11,7,True,True,True,True,6,3,East,3,1,East,5,1,East,7,1,East,West
10,7,True,True,True,True,7,3,East,3,1,East,5,1,East,7,1,East,West
9,7,True,True,True,True,7,3,East,3,1,East,5,1,East,7,1,East,West
7,11,False,False,True,True,6,5,East,6,9,East,5,1,East,14,6,East,West
6,11,False,True,True,True,6,5,East,6,9,East,5,1,East,14,6,East,West
13,5,False,True,True,True,6,5,East,3,1,East,5,1,East,7,1,East,West
12,5,False,False,True,True,6,5,East,3,1,East,5,1,East,7,1,East,West
11,5,False,True,True,True,6,5,East,3,1,East,5,1,East,7,1,East,West
10,9,True,True,True,True,7,3,East,3,1,East,5,1,East,16,4,South,West
9,9,False,True,True,True,7,4,North,3,1,East,5,1,East,16,4,East,West
14,7,True,True,True,True,8,5,North,3,1,East,5,1,East,17,5,South,West
17,5,False,True,True,True,4,4,North,3,1,East,5,1,East,7,1,East,West
16,5,False,True,True,True,3,4,West,3,1,East,5,1,East,7,1,East,West
15,5,False,True,True,True,3,4,West,3,1,East,5,1,East,7,1,East,West
14,5,True,True,True,True,3,5,North,3,1,East,5,1,East,7,1,East,West
13,5,False,True,True,True,2,5,West,3,1,East,5,1,East,7,1,East,West
12,5,False,False,True,True,3,5,East,3,1,East,5,1,East,7,1,East,West
11,5,False,True,True,True,3,5,East,3,1,East,5,1,East,7,1,East,West
10,5,True,True,True,True,3,4,South,3,1,East,5,1,East,7,1,East,West
9,3,True,False,True,True,4,5,North,3,1,East,5,1,East,7,1,East,West
8,3,True,False,True,True,4,5,North,3,1,East,5,1,East,7,1,East,West
7,3,True,False,True,True,4,5,North,3,1,East,5,1,East,7,1,East,West
5,3,False,False,True,True,2,3,East,1,2,North,8,1,East,14,2,North,West
4,3,False,False,True,True,1,3,West,1,2,North,7,1,West,14,3,North,West
3,3,False,False,True,True,1,2,South,1,3,North,8,1,East,14,3,North,West
2,3,False,False,True,True,1,1,South,1,3,North,8,1,East,14,3,West,West
1,3,False,True,True,False,2,1,East,4,1,East,7,1,West,13,3,East,West
